Motif_Identifier	GO_Term_Identifier	GOMo_Score	p-value	q-value
29	GO:0008565	2.159e-02	4.329e-04	7.660e-03
29	GO:0044085	2.163e-02	4.353e-04	7.688e-03
29	GO:0034984	2.169e-02	4.384e-04	7.728e-03
29	GO:0005249	2.174e-02	4.415e-04	7.770e-03
29	GO:0048593	2.213e-02	4.635e-04	8.143e-03
29	GO:0030501	2.219e-02	4.661e-04	8.152e-03
29	GO:0070169	2.219e-02	4.661e-04	8.152e-03
29	GO:0022612	2.220e-02	4.665e-04	8.152e-03
29	GO:0004926	2.231e-02	4.709e-04	8.214e-03
29	GO:0006511	2.248e-02	4.813e-04	8.377e-03
29	GO:0005874	2.250e-02	4.819e-04	8.377e-03
29	GO:0021516	2.262e-02	4.886e-04	8.479e-03
29	GO:0007219	2.264e-02	4.896e-04	8.480e-03
29	GO:0001996	2.286e-02	5.008e-04	8.659e-03
29	GO:0031128	2.299e-02	5.077e-04	8.748e-03
29	GO:0045168	2.299e-02	5.077e-04	8.748e-03
29	GO:0008187	2.319e-02	5.189e-04	8.925e-03
29	GO:0006417	2.324e-02	5.214e-04	8.952e-03
29	GO:0017053	2.385e-02	5.602e-04	9.602e-03
29	GO:0051436	2.394e-02	5.658e-04	9.681e-03
29	GO:0021542	2.415e-02	5.775e-04	9.865e-03
29	GO:0046626	2.420e-02	5.809e-04	9.905e-03
29	GO:0008013	2.424e-02	5.844e-04	9.948e-03
29	GO:0030111	2.426e-02	5.854e-04	9.948e-03
29	GO:0010800	2.432e-02	5.895e-04	1.000e-02
29	GO:0005740	2.458e-02	6.090e-04	1.031e-02
29	GO:0031329	2.462e-02	6.112e-04	1.033e-02
29	GO:0005905	2.469e-02	6.164e-04	1.040e-02
29	GO:0051216	2.472e-02	6.185e-04	1.042e-02
29	GO:0043623	2.481e-02	6.238e-04	1.047e-02
29	GO:0010559	2.481e-02	6.239e-04	1.047e-02
29	GO:0016941	2.483e-02	6.247e-04	1.047e-02
29	GO:0016585	2.487e-02	6.278e-04	1.051e-02
29	GO:0032268	2.494e-02	6.327e-04	1.057e-02
29	GO:0007568	2.501e-02	6.363e-04	1.061e-02
29	GO:0004675	2.506e-02	6.398e-04	1.064e-02
29	GO:0005024	2.506e-02	6.398e-04	1.064e-02
29	GO:0090003	2.510e-02	6.427e-04	1.067e-02
29	GO:0030509	2.531e-02	6.591e-04	1.090e-02
29	GO:0044432	2.531e-02	6.591e-04	1.090e-02
29	GO:0046668	2.550e-02	6.715e-04	1.109e-02
29	GO:0050772	2.554e-02	6.744e-04	1.112e-02
29	GO:0021548	2.583e-02	6.949e-04	1.143e-02
29	GO:0017038	2.584e-02	6.954e-04	1.143e-02
29	GO:0043467	2.605e-02	7.105e-04	1.165e-02
29	GO:0060443	2.608e-02	7.129e-04	1.167e-02
29	GO:0006916	2.621e-02	7.223e-04	1.179e-02
29	GO:0021696	2.621e-02	7.225e-04	1.179e-02
29	GO:0019207	2.625e-02	7.246e-04	1.181e-02
29	GO:0005891	2.629e-02	7.275e-04	1.183e-02
29	GO:0030516	2.636e-02	7.333e-04	1.191e-02
29	GO:0032869	2.649e-02	7.428e-04	1.204e-02
29	GO:0021872	2.685e-02	7.719e-04	1.250e-02
29	GO:0018107	2.688e-02	7.740e-04	1.251e-02
29	GO:0048041	2.693e-02	7.776e-04	1.253e-02
29	GO:0060135	2.694e-02	7.781e-04	1.253e-02
29	GO:0007519	2.698e-02	7.815e-04	1.255e-02
29	GO:0060538	2.698e-02	7.815e-04	1.255e-02
29	GO:0006469	2.702e-02	7.837e-04	1.256e-02
29	GO:0031668	2.714e-02	7.921e-04	1.268e-02
29	GO:0000159	2.724e-02	7.985e-04	1.275e-02
29	GO:0019049	2.733e-02	8.049e-04	1.275e-02
29	GO:0044413	2.733e-02	8.049e-04	1.275e-02
29	GO:0044415	2.733e-02	8.049e-04	1.275e-02
29	GO:0051832	2.733e-02	8.049e-04	1.275e-02
29	GO:0051834	2.733e-02	8.049e-04	1.275e-02
29	GO:0000139	2.735e-02	8.060e-04	1.275e-02
29	GO:0048747	2.745e-02	8.168e-04	1.290e-02
29	GO:0004016	2.750e-02	8.195e-04	1.293e-02
29	GO:0005048	2.767e-02	8.366e-04	1.318e-02
29	GO:0021527	2.778e-02	8.452e-04	1.329e-02
29	GO:0000578	2.785e-02	8.514e-04	1.337e-02
29	GO:0043550	2.792e-02	8.587e-04	1.346e-02
29	GO:0010843	2.796e-02	8.623e-04	1.349e-02
29	GO:0009799	2.825e-02	8.846e-04	1.380e-02
29	GO:0009855	2.825e-02	8.846e-04	1.380e-02
29	GO:0035116	2.831e-02	8.889e-04	1.382e-02
29	GO:0030238	2.831e-02	8.890e-04	1.382e-02
29	GO:0003727	2.845e-02	9.007e-04	1.398e-02
29	GO:0000123	2.849e-02	9.038e-04	1.401e-02
29	GO:0048741	2.853e-02	9.077e-04	1.405e-02
29	GO:0035088	2.867e-02	9.186e-04	1.419e-02
29	GO:0033365	2.867e-02	9.194e-04	1.419e-02
29	GO:0048701	2.884e-02	9.324e-04	1.436e-02
29	GO:0070875	2.912e-02	9.562e-04	1.471e-02
29	GO:0060021	2.926e-02	9.685e-04	1.487e-02
29	GO:0009791	2.928e-02	9.708e-04	1.489e-02
29	GO:0043025	2.937e-02	9.803e-04	1.501e-02
29	GO:0010721	2.959e-02	1.002e-03	1.532e-02
29	GO:0014037	2.985e-02	1.028e-03	1.568e-02
29	GO:0000307	2.986e-02	1.029e-03	1.568e-02
29	GO:0032868	2.996e-02	1.039e-03	1.580e-02
29	GO:0000151	3.009e-02	1.050e-03	1.594e-02
29	GO:0031346	3.010e-02	1.051e-03	1.594e-02
29	GO:0018210	3.029e-02	1.069e-03	1.614e-02
29	GO:0021987	3.031e-02	1.070e-03	1.614e-02
29	GO:0048168	3.031e-02	1.071e-03	1.614e-02
29	GO:0016071	3.032e-02	1.071e-03	1.614e-02
29	GO:0010563	3.048e-02	1.088e-03	1.635e-02
29	GO:0045936	3.048e-02	1.088e-03	1.635e-02
29	GO:0010975	3.054e-02	1.093e-03	1.641e-02
29	GO:0006626	3.073e-02	1.114e-03	1.667e-02
29	GO:0070585	3.073e-02	1.114e-03	1.667e-02
29	GO:0045930	3.082e-02	1.125e-03	1.680e-02
29	GO:0050770	3.102e-02	1.143e-03	1.705e-02
29	GO:0007346	3.117e-02	1.158e-03	1.726e-02
29	GO:0032927	3.128e-02	1.170e-03	1.737e-02
29	GO:0009912	3.129e-02	1.171e-03	1.737e-02
29	GO:0060120	3.129e-02	1.171e-03	1.737e-02
29	GO:0019827	3.132e-02	1.174e-03	1.738e-02
29	GO:0042733	3.149e-02	1.189e-03	1.757e-02
29	GO:0043425	3.157e-02	1.197e-03	1.767e-02
29	GO:0032856	3.168e-02	1.209e-03	1.779e-02
29	GO:0032862	3.168e-02	1.209e-03	1.779e-02
29	GO:0008266	3.186e-02	1.227e-03	1.803e-02
29	GO:0008593	3.197e-02	1.241e-03	1.822e-02
29	GO:0001958	3.208e-02	1.253e-03	1.836e-02
29	GO:0051318	3.219e-02	1.262e-03	1.847e-02
29	GO:0050678	3.239e-02	1.286e-03	1.878e-02
29	GO:0046777	3.242e-02	1.288e-03	1.879e-02
29	GO:0001892	3.254e-02	1.301e-03	1.896e-02
29	GO:0032881	3.259e-02	1.307e-03	1.901e-02
29	GO:0050679	3.291e-02	1.338e-03	1.943e-02
29	GO:0040020	3.299e-02	1.350e-03	1.958e-02
29	GO:0003704	3.309e-02	1.363e-03	1.974e-02
29	GO:0007517	3.324e-02	1.378e-03	1.993e-02
29	GO:0043576	3.326e-02	1.381e-03	1.993e-02
29	GO:0048193	3.339e-02	1.394e-03	2.009e-02
29	GO:0048664	3.340e-02	1.395e-03	2.009e-02
29	GO:0001508	3.353e-02	1.409e-03	2.026e-02
29	GO:0031252	3.359e-02	1.417e-03	2.031e-02
29	GO:0030135	3.360e-02	1.417e-03	2.031e-02
29	GO:0007017	3.362e-02	1.419e-03	2.031e-02
29	GO:0045737	3.377e-02	1.438e-03	2.055e-02
29	GO:0040008	3.382e-02	1.444e-03	2.061e-02
29	GO:0016605	3.384e-02	1.447e-03	2.062e-02
29	GO:0007530	3.402e-02	1.471e-03	2.093e-02
29	GO:0048471	3.408e-02	1.478e-03	2.100e-02
29	GO:0046546	3.416e-02	1.488e-03	2.111e-02
29	GO:0004439	3.434e-02	1.509e-03	2.136e-02
29	GO:0034595	3.434e-02	1.509e-03	2.136e-02
29	GO:0048009	3.457e-02	1.540e-03	2.171e-02
29	GO:0008092	3.458e-02	1.540e-03	2.171e-02
29	GO:0042641	3.458e-02	1.541e-03	2.171e-02
29	GO:0045022	3.495e-02	1.588e-03	2.234e-02
29	GO:0010810	3.499e-02	1.592e-03	2.237e-02
29	GO:0005030	3.504e-02	1.600e-03	2.244e-02
29	GO:0021772	3.511e-02	1.608e-03	2.252e-02
29	GO:0017002	3.514e-02	1.610e-03	2.253e-02
29	GO:0000160	3.517e-02	1.614e-03	2.254e-02
29	GO:0021885	3.528e-02	1.625e-03	2.264e-02
29	GO:0046875	3.528e-02	1.625e-03	2.264e-02
29	GO:0002248	3.533e-02	1.631e-03	2.269e-02
29	GO:0050768	3.542e-02	1.644e-03	2.283e-02
29	GO:0004697	3.563e-02	1.669e-03	2.315e-02
29	GO:0031344	3.567e-02	1.674e-03	2.319e-02
29	GO:0030514	3.619e-02	1.741e-03	2.406e-02
29	GO:0001942	3.624e-02	1.747e-03	2.406e-02
29	GO:0022404	3.624e-02	1.747e-03	2.406e-02
29	GO:0022405	3.624e-02	1.747e-03	2.406e-02
29	GO:0021983	3.646e-02	1.776e-03	2.440e-02
29	GO:0048167	3.646e-02	1.776e-03	2.440e-02
29	GO:0043489	3.666e-02	1.802e-03	2.468e-02
29	GO:0048255	3.666e-02	1.802e-03	2.468e-02
29	GO:0051248	3.674e-02	1.812e-03	2.479e-02
29	GO:0018105	3.694e-02	1.841e-03	2.513e-02
29	GO:0000118	3.695e-02	1.842e-03	2.513e-02
29	GO:0007386	3.706e-02	1.858e-03	2.531e-02
29	GO:0016126	3.712e-02	1.866e-03	2.539e-02
29	GO:0045636	3.760e-02	1.928e-03	2.616e-02
29	GO:0050942	3.760e-02	1.928e-03	2.616e-02
29	GO:0019210	3.772e-02	1.946e-03	2.637e-02
29	GO:0070411	3.776e-02	1.950e-03	2.639e-02
29	GO:0043433	3.781e-02	1.958e-03	2.642e-02
29	GO:0090048	3.781e-02	1.958e-03	2.642e-02
29	GO:0046661	3.785e-02	1.964e-03	2.646e-02
29	GO:0016801	3.799e-02	1.983e-03	2.668e-02
29	GO:0060393	3.802e-02	1.988e-03	2.671e-02
29	GO:0031519	3.808e-02	1.997e-03	2.680e-02
29	GO:0042326	3.815e-02	2.007e-03	2.690e-02
29	GO:0009411	3.822e-02	2.017e-03	2.700e-02
29	GO:0008017	3.832e-02	2.033e-03	2.717e-02
29	GO:0004157	3.839e-02	2.045e-03	2.730e-02
29	GO:0015018	3.858e-02	2.072e-03	2.759e-02
29	GO:0021954	3.859e-02	2.073e-03	2.759e-02
29	GO:0007032	3.861e-02	2.077e-03	2.759e-02
29	GO:0048709	3.863e-02	2.079e-03	2.759e-02
29	GO:0031050	3.890e-02	2.120e-03	2.807e-02
29	GO:0070918	3.890e-02	2.120e-03	2.807e-02
29	GO:0060056	3.893e-02	2.124e-03	2.809e-02
29	GO:0008194	3.902e-02	2.139e-03	2.825e-02
29	GO:0048565	3.910e-02	2.154e-03	2.840e-02
29	GO:0008543	3.913e-02	2.160e-03	2.840e-02
29	GO:0014051	3.913e-02	2.160e-03	2.840e-02
29	GO:0035304	3.924e-02	2.175e-03	2.856e-02
29	GO:0004722	3.934e-02	2.189e-03	2.872e-02
29	GO:0006281	3.945e-02	2.206e-03	2.890e-02
29	GO:0032925	3.949e-02	2.211e-03	2.893e-02
29	GO:0021695	3.954e-02	2.217e-03	2.893e-02
29	GO:0017154	3.954e-02	2.217e-03	2.893e-02
29	GO:0016362	3.969e-02	2.239e-03	2.918e-02
29	GO:0021884	3.986e-02	2.265e-03	2.948e-02
29	GO:0048469	3.989e-02	2.271e-03	2.951e-02
29	GO:0001824	3.998e-02	2.286e-03	2.967e-02
29	GO:0001578	4.004e-02	2.294e-03	2.974e-02
29	GO:0070723	4.007e-02	2.298e-03	2.975e-02
29	GO:0051445	4.009e-02	2.301e-03	2.975e-02
29	GO:0009950	4.016e-02	2.312e-03	2.985e-02
29	GO:0043497	4.025e-02	2.325e-03	2.998e-02
29	GO:0009648	4.027e-02	2.329e-03	2.999e-02
29	GO:0005768	4.031e-02	2.335e-03	3.000e-02
29	GO:0070695	4.034e-02	2.338e-03	3.000e-02
29	GO:0032422	4.034e-02	2.338e-03	3.000e-02
29	GO:0008584	4.070e-02	2.396e-03	3.070e-02
29	GO:0008344	4.098e-02	2.442e-03	3.123e-02
29	GO:0021697	4.100e-02	2.444e-03	3.123e-02
29	GO:0034704	4.110e-02	2.460e-03	3.139e-02
29	GO:0031490	4.120e-02	2.478e-03	3.158e-02
29	GO:0021882	4.129e-02	2.493e-03	3.165e-02
29	GO:0021893	4.129e-02	2.493e-03	3.165e-02
29	GO:0021898	4.129e-02	2.493e-03	3.165e-02
29	GO:0030511	4.131e-02	2.498e-03	3.168e-02
29	GO:0030173	4.147e-02	2.524e-03	3.196e-02
29	GO:0006012	4.152e-02	2.532e-03	3.202e-02
29	GO:0005010	4.163e-02	2.550e-03	3.221e-02
29	GO:0050769	4.181e-02	2.580e-03	3.254e-02
29	GO:0007368	4.187e-02	2.590e-03	3.263e-02
29	GO:0030857	4.190e-02	2.595e-03	3.266e-02
29	GO:0006383	4.194e-02	2.602e-03	3.269e-02
29	GO:0031290	4.215e-02	2.639e-03	3.309e-02
29	GO:0010498	4.218e-02	2.643e-03	3.309e-02
29	GO:0043161	4.218e-02	2.643e-03	3.309e-02
29	GO:0051168	4.229e-02	2.662e-03	3.323e-02
29	GO:0051438	4.230e-02	2.663e-03	3.323e-02
29	GO:0021988	4.232e-02	2.667e-03	3.323e-02
29	GO:0048678	4.232e-02	2.668e-03	3.323e-02
29	GO:0014065	4.250e-02	2.700e-03	3.359e-02
29	GO:0015631	4.252e-02	2.703e-03	3.359e-02
29	GO:0016462	4.286e-02	2.762e-03	3.428e-02
29	GO:0060037	4.314e-02	2.810e-03	3.481e-02
29	GO:0032434	4.315e-02	2.813e-03	3.481e-02
29	GO:0032007	4.324e-02	2.827e-03	3.493e-02
29	GO:0032436	4.324e-02	2.829e-03	3.493e-02
29	GO:0043488	4.337e-02	2.850e-03	3.515e-02
29	GO:0070873	4.347e-02	2.869e-03	3.534e-02
29	GO:0030278	4.349e-02	2.873e-03	3.534e-02
29	GO:0035306	4.363e-02	2.898e-03	3.556e-02
29	GO:0035307	4.363e-02	2.898e-03	3.556e-02
29	GO:0006023	4.369e-02	2.909e-03	3.565e-02
29	GO:0015812	4.378e-02	2.925e-03	3.581e-02
29	GO:0021826	4.394e-02	2.955e-03	3.594e-02
29	GO:0021830	4.394e-02	2.955e-03	3.594e-02
29	GO:0021843	4.394e-02	2.955e-03	3.594e-02
29	GO:0021853	4.394e-02	2.955e-03	3.594e-02
29	GO:0021894	4.394e-02	2.955e-03	3.594e-02
29	GO:0042551	4.400e-02	2.966e-03	3.604e-02
29	GO:0016818	4.425e-02	3.013e-03	3.657e-02
29	GO:0000228	4.429e-02	3.021e-03	3.662e-02
29	GO:0022029	4.475e-02	3.107e-03	3.753e-02
29	GO:0010746	4.476e-02	3.108e-03	3.753e-02
29	GO:0010748	4.476e-02	3.108e-03	3.753e-02
29	GO:0021533	4.514e-02	3.180e-03	3.835e-02
29	GO:0070934	4.527e-02	3.206e-03	3.853e-02
29	GO:0070937	4.527e-02	3.206e-03	3.853e-02
29	GO:0031331	4.529e-02	3.210e-03	3.853e-02
29	GO:0031094	4.529e-02	3.210e-03	3.853e-02
29	GO:0030695	4.559e-02	3.266e-03	3.916e-02
29	GO:0003084	4.573e-02	3.294e-03	3.944e-02
29	GO:0007050	4.579e-02	3.307e-03	3.955e-02
29	GO:0035235	4.601e-02	3.349e-03	4.000e-02
29	GO:0031145	4.603e-02	3.353e-03	4.000e-02
29	GO:0033197	4.630e-02	3.408e-03	4.061e-02
29	GO:0008294	4.634e-02	3.416e-03	4.066e-02
29	GO:0048755	4.636e-02	3.422e-03	4.066e-02
29	GO:0008637	4.638e-02	3.425e-03	4.066e-02
29	GO:0048566	4.651e-02	3.452e-03	4.094e-02
29	GO:0043374	4.663e-02	3.474e-03	4.115e-02
29	GO:0050804	4.675e-02	3.501e-03	4.133e-02
29	GO:0008076	4.676e-02	3.502e-03	4.133e-02
29	GO:0034705	4.676e-02	3.502e-03	4.133e-02
29	GO:0003899	4.687e-02	3.522e-03	4.147e-02
29	GO:0034062	4.687e-02	3.522e-03	4.147e-02
29	GO:0000790	4.695e-02	3.538e-03	4.160e-02
29	GO:0006979	4.701e-02	3.550e-03	4.170e-02
29	GO:0070412	4.704e-02	3.557e-03	4.173e-02
29	GO:0032329	4.713e-02	3.577e-03	4.191e-02
29	GO:0048634	4.740e-02	3.631e-03	4.250e-02
29	GO:0051439	4.770e-02	3.711e-03	4.337e-02
29	GO:0003735	4.773e-02	3.718e-03	4.337e-02
29	GO:0048870	4.775e-02	3.721e-03	4.337e-02
29	GO:0019318	4.776e-02	3.723e-03	4.337e-02
29	GO:0022603	4.787e-02	3.747e-03	4.360e-02
29	GO:0001825	4.803e-02	3.780e-03	4.393e-02
29	GO:0042470	4.812e-02	3.799e-03	4.405e-02
29	GO:0048770	4.812e-02	3.799e-03	4.405e-02
29	GO:0048070	4.816e-02	3.808e-03	4.410e-02
29	GO:0042303	4.829e-02	3.833e-03	4.429e-02
29	GO:0042633	4.829e-02	3.833e-03	4.429e-02
29	GO:0021904	4.833e-02	3.842e-03	4.431e-02
29	GO:0043537	4.834e-02	3.844e-03	4.431e-02
29	GO:0042474	4.841e-02	3.858e-03	4.440e-02
29	GO:0042692	4.842e-02	3.861e-03	4.440e-02
29	GO:0016972	4.847e-02	3.873e-03	4.449e-02
29	GO:0042578	4.849e-02	3.878e-03	4.450e-02
29	GO:0045454	4.863e-02	3.908e-03	4.478e-02
29	GO:0070016	4.866e-02	3.915e-03	4.478e-02
29	GO:0001829	4.867e-02	3.916e-03	4.478e-02
29	GO:0014910	4.893e-02	3.969e-03	4.533e-02
29	GO:0004725	4.898e-02	3.980e-03	4.540e-02
29	GO:0001725	4.926e-02	4.036e-03	4.598e-02
29	GO:0051437	4.927e-02	4.040e-03	4.598e-02
29	GO:0019206	4.937e-02	4.059e-03	4.602e-02
29	GO:0010762	4.940e-02	4.065e-03	4.602e-02
29	GO:0010763	4.940e-02	4.065e-03	4.602e-02
29	GO:0005003	4.940e-02	4.066e-03	4.602e-02
29	GO:0016758	4.943e-02	4.071e-03	4.602e-02
29	GO:0002039	4.943e-02	4.071e-03	4.602e-02
29	GO:0032269	4.952e-02	4.091e-03	4.617e-02
29	GO:0048562	4.953e-02	4.094e-03	4.617e-02
29	GO:0001836	4.958e-02	4.106e-03	4.626e-02
29	GO:0005575	4.965e-02	4.121e-03	4.637e-02
29	GO:0001558	4.973e-02	4.140e-03	4.652e-02
29	GO:0031966	4.977e-02	4.159e-03	4.669e-02
29	GO:0016558	4.981e-02	4.165e-03	4.671e-02
29	GO:0060589	4.992e-02	4.192e-03	4.695e-02
29	GO:0005840	5.002e-02	4.216e-03	4.711e-02
29	GO:0016817	5.005e-02	4.221e-03	4.711e-02
29	GO:0017147	5.005e-02	4.222e-03	4.711e-02
29	GO:0007183	5.007e-02	4.225e-03	4.711e-02
29	GO:0000002	5.010e-02	4.234e-03	4.715e-02
29	GO:0048339	5.016e-02	4.249e-03	4.724e-02
29	GO:0006790	5.018e-02	4.251e-03	4.724e-02
29	GO:0015175	5.021e-02	4.259e-03	4.728e-02
29	GO:0005889	5.027e-02	4.272e-03	4.737e-02
29	GO:0043535	5.074e-02	4.380e-03	4.851e-02
29	GO:0002246	5.079e-02	4.393e-03	4.860e-02
29	GO:0035313	5.087e-02	4.414e-03	4.875e-02
29	GO:0002027	5.088e-02	4.416e-03	4.875e-02
29	GO:0009186	5.110e-02	4.468e-03	4.927e-02
29	GO:0000792	5.113e-02	4.475e-03	4.928e-02
29	GO:0048742	5.130e-02	4.512e-03	4.964e-02
3	GO:0005622	8.677e-41	8.479e-08	3.572e-06
3	GO:0044424	5.267e-40	8.479e-08	3.572e-06
3	GO:0043227	2.269e-38	8.479e-08	3.572e-06
3	GO:0043231	2.417e-38	8.479e-08	3.572e-06
3	GO:0043226	8.417e-36	8.479e-08	3.572e-06
3	GO:0043229	8.617e-36	8.479e-08	3.572e-06
3	GO:0005634	2.360e-32	8.479e-08	3.572e-06
3	GO:0010468	1.925e-22	8.479e-08	3.572e-06
3	GO:0030528	3.796e-21	8.479e-08	3.572e-06
3	GO:0010556	5.365e-21	8.479e-08	3.572e-06
3	GO:0031326	5.459e-21	8.479e-08	3.572e-06
3	GO:0003676	6.223e-21	8.479e-08	3.572e-06
3	GO:0009889	8.980e-21	8.479e-08	3.572e-06
3	GO:0045449	4.790e-20	8.479e-08	3.572e-06
3	GO:0070013	6.426e-20	8.479e-08	3.572e-06
3	GO:0044428	9.761e-20	8.479e-08	3.572e-06
3	GO:0034960	1.059e-18	8.479e-08	3.572e-06
3	GO:0031981	1.122e-18	8.479e-08	3.572e-06
3	GO:0044446	1.297e-18	8.479e-08	3.572e-06
3	GO:0044422	1.495e-18	8.479e-08	3.572e-06
3	GO:0043233	3.667e-18	8.479e-08	3.572e-06
3	GO:0031974	4.792e-18	8.479e-08	3.572e-06
3	GO:0044260	8.840e-18	8.479e-08	3.572e-06
3	GO:0019222	4.494e-17	8.479e-08	3.572e-06
3	GO:0080090	1.232e-16	8.479e-08	3.572e-06
3	GO:0031323	1.447e-16	8.479e-08	3.572e-06
3	GO:0005515	5.154e-16	8.479e-08	3.572e-06
3	GO:0005737	5.598e-16	8.479e-08	3.572e-06
3	GO:0060255	1.015e-15	8.479e-08	3.572e-06
3	GO:0005654	2.266e-15	8.479e-08	3.572e-06
3	GO:0005488	2.518e-15	8.479e-08	3.572e-06
3	GO:0003677	2.756e-15	8.479e-08	3.572e-06
3	GO:0006355	1.041e-14	8.479e-08	3.572e-06
3	GO:0003700	1.682e-14	8.479e-08	3.572e-06
3	GO:0006357	3.676e-14	8.479e-08	3.572e-06
3	GO:0043565	1.182e-13	8.479e-08	3.572e-06
3	GO:0051171	1.785e-13	8.479e-08	3.572e-06
3	GO:0019219	2.370e-13	8.479e-08	3.572e-06
3	GO:0044237	7.945e-13	8.479e-08	3.572e-06
3	GO:0044451	8.959e-12	8.479e-08	3.572e-06
3	GO:0043283	2.338e-11	8.479e-08	3.572e-06
3	GO:0044267	4.588e-11	8.479e-08	3.572e-06
3	GO:0043170	7.670e-11	8.479e-08	3.572e-06
3	GO:0009790	8.060e-11	8.479e-08	3.572e-06
3	GO:0007399	2.753e-10	8.479e-08	3.572e-06
3	GO:0044444	7.991e-10	8.479e-08	3.572e-06
3	GO:0032991	8.704e-10	8.479e-08	3.572e-06
3	GO:0007389	1.677e-09	8.479e-08	3.572e-06
3	GO:0048468	2.802e-09	8.479e-08	3.572e-06
3	GO:0022008	3.464e-09	8.479e-08	3.572e-06
3	GO:0006139	4.432e-09	8.479e-08	3.572e-06
3	GO:0016070	4.814e-09	8.479e-08	3.572e-06
3	GO:0048598	6.085e-09	8.479e-08	3.572e-06
3	GO:0010629	6.762e-09	8.479e-08	3.572e-06
3	GO:0000166	1.368e-08	8.479e-08	3.572e-06
3	GO:0045934	1.378e-08	8.479e-08	3.572e-06
3	GO:0006996	1.525e-08	8.479e-08	3.572e-06
3	GO:0003002	1.558e-08	8.479e-08	3.572e-06
3	GO:0010558	1.581e-08	8.479e-08	3.572e-06
3	GO:0048699	1.691e-08	8.479e-08	3.572e-06
3	GO:0016481	1.774e-08	8.479e-08	3.572e-06
3	GO:0031327	1.782e-08	8.479e-08	3.572e-06
3	GO:0009890	1.938e-08	8.479e-08	3.572e-06
3	GO:0009653	2.044e-08	8.479e-08	3.572e-06
3	GO:0016564	2.616e-08	8.479e-08	3.572e-06
3	GO:0051172	2.860e-08	8.479e-08	3.572e-06
3	GO:0043412	2.973e-08	8.479e-08	3.572e-06
3	GO:0044238	3.439e-08	8.479e-08	3.572e-06
3	GO:0031324	3.736e-08	8.479e-08	3.572e-06
3	GO:0006464	4.890e-08	8.479e-08	3.572e-06
3	GO:0043234	5.676e-08	8.479e-08	3.572e-06
3	GO:0003723	6.225e-08	8.479e-08	3.572e-06
3	GO:0016740	6.474e-08	8.479e-08	3.572e-06
3	GO:0009892	6.751e-08	8.479e-08	3.572e-06
3	GO:0010605	8.131e-08	8.479e-08	3.572e-06
3	GO:0016043	8.354e-08	8.479e-08	3.572e-06
3	GO:0045892	8.983e-08	8.479e-08	3.572e-06
3	GO:0051253	1.039e-07	8.479e-08	3.572e-06
3	GO:0007417	1.054e-07	8.479e-08	3.572e-06
3	GO:0030182	1.124e-07	8.479e-08	3.572e-06
3	GO:0048523	1.175e-07	8.479e-08	3.572e-06
3	GO:0043687	1.225e-07	8.479e-08	3.572e-06
3	GO:0008152	1.572e-07	8.479e-08	3.572e-06
3	GO:0005730	1.822e-07	8.479e-08	3.572e-06
3	GO:0045941	1.944e-07	8.479e-08	3.572e-06
3	GO:0045935	2.020e-07	8.479e-08	3.572e-06
3	GO:0051173	2.054e-07	8.479e-08	3.572e-06
3	GO:0051254	2.064e-07	8.479e-08	3.572e-06
3	GO:0008134	2.673e-07	8.479e-08	3.572e-06
3	GO:0032553	2.678e-07	8.479e-08	3.572e-06
3	GO:0032555	2.678e-07	8.479e-08	3.572e-06
3	GO:0045893	2.698e-07	8.479e-08	3.572e-06
3	GO:0007420	2.705e-07	8.479e-08	3.572e-06
3	GO:0010467	2.872e-07	8.479e-08	3.572e-06
3	GO:0016563	4.344e-07	8.479e-08	3.572e-06
3	GO:0010628	4.535e-07	8.479e-08	3.572e-06
3	GO:0017076	4.804e-07	8.479e-08	3.572e-06
3	GO:0016773	4.982e-07	8.479e-08	3.572e-06
3	GO:0033036	5.316e-07	8.479e-08	3.572e-06
3	GO:0005794	5.884e-07	8.479e-08	3.572e-06
3	GO:0051252	5.973e-07	8.479e-08	3.572e-06
3	GO:0005623	6.500e-07	8.479e-08	3.572e-06
3	GO:0044464	6.545e-07	8.479e-08	3.572e-06
3	GO:0016772	6.730e-07	8.479e-08	3.572e-06
3	GO:0005667	7.176e-07	8.479e-08	3.572e-06
3	GO:0016301	7.191e-07	8.479e-08	3.572e-06
3	GO:0032502	8.021e-07	8.479e-08	3.572e-06
3	GO:0004672	8.137e-07	8.479e-08	3.572e-06
3	GO:0009887	9.573e-07	8.479e-08	3.572e-06
3	GO:0045944	9.740e-07	8.479e-08	3.572e-06
3	GO:0015031	9.741e-07	8.479e-08	3.572e-06
3	GO:0046907	1.257e-06	8.479e-08	3.572e-06
3	GO:0043284	1.290e-06	8.479e-08	3.572e-06
3	GO:0045184	1.345e-06	8.479e-08	3.572e-06
3	GO:0007275	1.385e-06	8.479e-08	3.572e-06
3	GO:0008104	1.580e-06	8.479e-08	3.572e-06
3	GO:0051641	1.624e-06	8.479e-08	3.572e-06
3	GO:0034961	1.954e-06	8.479e-08	3.572e-06
3	GO:0051649	2.077e-06	8.479e-08	3.572e-06
3	GO:0016568	2.186e-06	8.479e-08	3.572e-06
3	GO:0006807	2.407e-06	8.479e-08	3.572e-06
3	GO:0004674	2.643e-06	8.479e-08	3.572e-06
3	GO:0000122	2.659e-06	8.479e-08	3.572e-06
3	GO:0003702	2.814e-06	8.479e-08	3.572e-06
