Motif_Identifier	GO_Term_Identifier	GOMo_Score	p-value	q-value
14	GO:0022037	1.464e-02	1.400e-04	2.994e-03
14	GO:0051100	1.478e-02	1.430e-04	3.051e-03
14	GO:0042472	1.507e-02	1.525e-04	3.248e-03
14	GO:0001838	1.520e-02	1.569e-04	3.335e-03
14	GO:0046332	1.524e-02	1.579e-04	3.346e-03
14	GO:0019220	1.527e-02	1.585e-04	3.346e-03
14	GO:0051174	1.527e-02	1.585e-04	3.346e-03
14	GO:0000079	1.533e-02	1.597e-04	3.366e-03
14	GO:0021575	1.543e-02	1.627e-04	3.421e-03
14	GO:0004722	1.566e-02	1.692e-04	3.551e-03
14	GO:0016538	1.582e-02	1.739e-04	3.641e-03
14	GO:0035137	1.591e-02	1.764e-04	3.685e-03
14	GO:0015804	1.600e-02	1.787e-04	3.727e-03
14	GO:0048565	1.606e-02	1.801e-04	3.747e-03
14	GO:0035265	1.610e-02	1.811e-04	3.760e-03
14	GO:0019049	1.629e-02	1.867e-04	3.837e-03
14	GO:0044413	1.629e-02	1.867e-04	3.837e-03
14	GO:0044415	1.629e-02	1.867e-04	3.837e-03
14	GO:0051832	1.629e-02	1.867e-04	3.837e-03
14	GO:0051834	1.629e-02	1.867e-04	3.837e-03
14	GO:0015018	1.637e-02	1.895e-04	3.883e-03
14	GO:0008017	1.639e-02	1.901e-04	3.883e-03
14	GO:0019827	1.640e-02	1.903e-04	3.883e-03
14	GO:0034199	1.641e-02	1.905e-04	3.883e-03
14	GO:0019887	1.644e-02	1.915e-04	3.896e-03
14	GO:0002039	1.646e-02	1.925e-04	3.907e-03
14	GO:0006897	1.658e-02	1.970e-04	3.982e-03
14	GO:0010324	1.658e-02	1.970e-04	3.982e-03
14	GO:0001568	1.704e-02	2.108e-04	4.253e-03
14	GO:0005740	1.708e-02	2.129e-04	4.287e-03
14	GO:0000082	1.725e-02	2.201e-04	4.423e-03
14	GO:0003690	1.745e-02	2.273e-04	4.558e-03
14	GO:0016791	1.758e-02	2.316e-04	4.634e-03
14	GO:0009880	1.776e-02	2.381e-04	4.755e-03
14	GO:0048514	1.796e-02	2.449e-04	4.881e-03
14	GO:0032312	1.800e-02	2.469e-04	4.912e-03
14	GO:0050790	1.811e-02	2.504e-04	4.971e-03
14	GO:0003713	1.818e-02	2.528e-04	5.003e-03
14	GO:0021872	1.820e-02	2.530e-04	5.003e-03
14	GO:0000792	1.833e-02	2.576e-04	5.074e-03
14	GO:0016477	1.833e-02	2.576e-04	5.074e-03
14	GO:0031301	1.838e-02	2.595e-04	5.100e-03
14	GO:0016567	1.840e-02	2.609e-04	5.118e-03
14	GO:0012506	1.856e-02	2.673e-04	5.233e-03
14	GO:0010800	1.862e-02	2.695e-04	5.266e-03
14	GO:0001841	1.865e-02	2.706e-04	5.270e-03
14	GO:0019228	1.865e-02	2.707e-04	5.270e-03
14	GO:0045859	1.885e-02	2.785e-04	5.402e-03
14	GO:0021987	1.886e-02	2.786e-04	5.402e-03
14	GO:0017017	1.896e-02	2.832e-04	5.470e-03
14	GO:0033549	1.896e-02	2.832e-04	5.470e-03
14	GO:0005245	1.899e-02	2.852e-04	5.498e-03
14	GO:0045786	1.928e-02	2.973e-04	5.702e-03
14	GO:0007519	1.930e-02	2.979e-04	5.702e-03
14	GO:0060538	1.930e-02	2.979e-04	5.702e-03
14	GO:0030879	1.931e-02	2.984e-04	5.702e-03
14	GO:0033673	1.932e-02	2.986e-04	5.702e-03
14	GO:0042325	1.953e-02	3.080e-04	5.870e-03
14	GO:0004842	1.961e-02	3.112e-04	5.917e-03
14	GO:0021895	1.962e-02	3.117e-04	5.917e-03
14	GO:0032869	1.965e-02	3.136e-04	5.943e-03
14	GO:0048168	1.972e-02	3.180e-04	6.014e-03
14	GO:0070887	1.974e-02	3.186e-04	6.014e-03
14	GO:0040029	1.988e-02	3.241e-04	6.107e-03
14	GO:0051087	1.991e-02	3.247e-04	6.107e-03
14	GO:0042733	1.993e-02	3.258e-04	6.116e-03
14	GO:0030501	1.997e-02	3.276e-04	6.126e-03
14	GO:0070169	1.997e-02	3.276e-04	6.126e-03
14	GO:0043025	1.999e-02	3.287e-04	6.135e-03
14	GO:0031982	2.012e-02	3.344e-04	6.230e-03
14	GO:0042641	2.018e-02	3.373e-04	6.271e-03
14	GO:0019717	2.063e-02	3.586e-04	6.655e-03
14	GO:0044248	2.070e-02	3.615e-04	6.697e-03
14	GO:0007440	2.075e-02	3.639e-04	6.729e-03
14	GO:0051954	2.077e-02	3.654e-04	6.743e-03
14	GO:0035088	2.124e-02	3.897e-04	7.179e-03
14	GO:0046668	2.127e-02	3.905e-04	7.181e-03
14	GO:0046626	2.130e-02	3.929e-04	7.212e-03
14	GO:0010827	2.132e-02	3.938e-04	7.215e-03
14	GO:0033554	2.137e-02	3.959e-04	7.239e-03
14	GO:0031410	2.150e-02	4.014e-04	7.327e-03
14	GO:0019226	2.163e-02	4.076e-04	7.426e-03
14	GO:0008060	2.170e-02	4.117e-04	7.488e-03
14	GO:0001707	2.199e-02	4.261e-04	7.735e-03
14	GO:0021587	2.208e-02	4.308e-04	7.807e-03
14	GO:0048538	2.217e-02	4.351e-04	7.870e-03
14	GO:0031018	2.219e-02	4.359e-04	7.870e-03
14	GO:0008284	2.228e-02	4.402e-04	7.934e-03
14	GO:0001525	2.230e-02	4.418e-04	7.947e-03
14	GO:0010828	2.240e-02	4.462e-04	7.997e-03
14	GO:0046326	2.240e-02	4.462e-04	7.997e-03
14	GO:0008593	2.254e-02	4.535e-04	8.115e-03
14	GO:0001702	2.262e-02	4.579e-04	8.179e-03
14	GO:0030662	2.270e-02	4.622e-04	8.240e-03
14	GO:0021536	2.278e-02	4.665e-04	8.302e-03
14	GO:0001993	2.324e-02	4.897e-04	8.700e-03
14	GO:0016581	2.336e-02	4.982e-04	8.835e-03
14	GO:0016310	2.342e-02	5.026e-04	8.898e-03
14	GO:0051094	2.351e-02	5.086e-04	8.988e-03
14	GO:0009954	2.371e-02	5.198e-04	9.170e-03
14	GO:0000578	2.377e-02	5.251e-04	9.246e-03
14	GO:0021885	2.408e-02	5.436e-04	9.555e-03
14	GO:0051239	2.417e-02	5.492e-04	9.636e-03
14	GO:0008634	2.426e-02	5.535e-04	9.695e-03
14	GO:0070411	2.433e-02	5.575e-04	9.747e-03
14	GO:0048747	2.445e-02	5.656e-04	9.872e-03
14	GO:0005802	2.453e-02	5.704e-04	9.938e-03
14	GO:0000151	2.524e-02	6.147e-04	1.069e-02
14	GO:0031050	2.530e-02	6.179e-04	1.071e-02
14	GO:0070918	2.530e-02	6.179e-04	1.071e-02
14	GO:0016311	2.536e-02	6.208e-04	1.073e-02
14	GO:0003007	2.537e-02	6.213e-04	1.073e-02
14	GO:0032868	2.543e-02	6.239e-04	1.076e-02
14	GO:0031988	2.546e-02	6.258e-04	1.077e-02
14	GO:0007386	2.550e-02	6.285e-04	1.080e-02
14	GO:0031329	2.606e-02	6.683e-04	1.143e-02
14	GO:0016580	2.606e-02	6.685e-04	1.143e-02
14	GO:0070822	2.606e-02	6.685e-04	1.143e-02
14	GO:0009953	2.614e-02	6.740e-04	1.150e-02
14	GO:0005768	2.624e-02	6.822e-04	1.161e-02
14	GO:0043392	2.624e-02	6.825e-04	1.161e-02
14	GO:0051049	2.643e-02	6.963e-04	1.182e-02
14	GO:0022029	2.653e-02	7.038e-04	1.193e-02
14	GO:0004016	2.655e-02	7.050e-04	1.193e-02
14	GO:0051893	2.659e-02	7.073e-04	1.195e-02
14	GO:0043497	2.664e-02	7.108e-04	1.199e-02
14	GO:0008285	2.670e-02	7.168e-04	1.207e-02
14	GO:0016197	2.676e-02	7.205e-04	1.211e-02
14	GO:0045773	2.694e-02	7.344e-04	1.232e-02
14	GO:0000299	2.713e-02	7.471e-04	1.251e-02
14	GO:0016941	2.719e-02	7.515e-04	1.257e-02
14	GO:0000118	2.725e-02	7.556e-04	1.261e-02
14	GO:0051348	2.731e-02	7.593e-04	1.265e-02
14	GO:0030118	2.735e-02	7.623e-04	1.268e-02
14	GO:0021549	2.738e-02	7.645e-04	1.270e-02
14	GO:0043489	2.742e-02	7.684e-04	1.272e-02
14	GO:0048255	2.742e-02	7.684e-04	1.272e-02
14	GO:0006260	2.750e-02	7.750e-04	1.281e-02
14	GO:0006839	2.756e-02	7.783e-04	1.284e-02
14	GO:0006469	2.763e-02	7.843e-04	1.292e-02
14	GO:0006470	2.773e-02	7.912e-04	1.301e-02
14	GO:0060393	2.775e-02	7.925e-04	1.301e-02
14	GO:0006916	2.778e-02	7.949e-04	1.303e-02
14	GO:0004935	2.787e-02	8.029e-04	1.314e-02
14	GO:0016048	2.831e-02	8.426e-04	1.377e-02
14	GO:0048665	2.836e-02	8.459e-04	1.380e-02
14	GO:0048709	2.837e-02	8.471e-04	1.380e-02
14	GO:0008194	2.846e-02	8.540e-04	1.388e-02
14	GO:0030133	2.881e-02	8.839e-04	1.435e-02
14	GO:0005083	2.884e-02	8.870e-04	1.437e-02
14	GO:0031966	2.892e-02	8.922e-04	1.442e-02
14	GO:0043496	2.894e-02	8.928e-04	1.442e-02
14	GO:0015460	2.910e-02	9.057e-04	1.461e-02
14	GO:0017002	2.917e-02	9.128e-04	1.470e-02
14	GO:0048185	2.925e-02	9.200e-04	1.479e-02
14	GO:0043204	2.938e-02	9.294e-04	1.492e-02
14	GO:0005021	2.971e-02	9.592e-04	1.537e-02
14	GO:0034330	2.992e-02	9.761e-04	1.561e-02
14	GO:0000790	3.006e-02	9.857e-04	1.574e-02
14	GO:0048741	3.022e-02	9.986e-04	1.592e-02
14	GO:0017053	3.051e-02	1.024e-03	1.629e-02
14	GO:0004675	3.054e-02	1.027e-03	1.629e-02
14	GO:0005024	3.054e-02	1.027e-03	1.629e-02
14	GO:0048704	3.071e-02	1.042e-03	1.651e-02
14	GO:0005261	3.079e-02	1.049e-03	1.659e-02
14	GO:0008565	3.096e-02	1.064e-03	1.680e-02
14	GO:0048566	3.106e-02	1.074e-03	1.691e-02
14	GO:0060349	3.107e-02	1.074e-03	1.691e-02
14	GO:0030424	3.110e-02	1.077e-03	1.693e-02
14	GO:0001755	3.116e-02	1.084e-03	1.701e-02
14	GO:0030517	3.132e-02	1.097e-03	1.719e-02
14	GO:0016874	3.135e-02	1.101e-03	1.722e-02
14	GO:0030695	3.138e-02	1.104e-03	1.724e-02
14	GO:0005005	3.149e-02	1.117e-03	1.742e-02
14	GO:0016853	3.168e-02	1.139e-03	1.774e-02
14	GO:0060589	3.174e-02	1.146e-03	1.782e-02
14	GO:0045930	3.176e-02	1.148e-03	1.782e-02
14	GO:0022836	3.177e-02	1.150e-03	1.782e-02
14	GO:0042975	3.184e-02	1.156e-03	1.788e-02
14	GO:0046875	3.203e-02	1.174e-03	1.814e-02
14	GO:0021696	3.211e-02	1.181e-03	1.823e-02
14	GO:0070644	3.215e-02	1.183e-03	1.823e-02
14	GO:0021516	3.218e-02	1.187e-03	1.825e-02
14	GO:0015631	3.222e-02	1.191e-03	1.829e-02
14	GO:0031519	3.228e-02	1.195e-03	1.831e-02
14	GO:0007266	3.229e-02	1.196e-03	1.831e-02
14	GO:0005057	3.234e-02	1.201e-03	1.837e-02
14	GO:0001725	3.242e-02	1.211e-03	1.847e-02
14	GO:0051248	3.244e-02	1.212e-03	1.847e-02
14	GO:0046546	3.249e-02	1.217e-03	1.852e-02
14	GO:0006892	3.256e-02	1.224e-03	1.859e-02
14	GO:0008635	3.259e-02	1.227e-03	1.860e-02
14	GO:0016462	3.260e-02	1.228e-03	1.860e-02
14	GO:0032432	3.277e-02	1.247e-03	1.884e-02
14	GO:0045182	3.279e-02	1.248e-03	1.884e-02
14	GO:0003729	3.289e-02	1.257e-03	1.895e-02
14	GO:0030672	3.317e-02	1.284e-03	1.932e-02
14	GO:0016023	3.325e-02	1.295e-03	1.946e-02
14	GO:0016441	3.334e-02	1.302e-03	1.952e-02
14	GO:0035194	3.334e-02	1.302e-03	1.952e-02
14	GO:0004860	3.350e-02	1.319e-03	1.971e-02
14	GO:0021983	3.350e-02	1.319e-03	1.971e-02
14	GO:0030511	3.365e-02	1.336e-03	1.993e-02
14	GO:0021892	3.390e-02	1.365e-03	2.033e-02
14	GO:0016818	3.393e-02	1.367e-03	2.033e-02
14	GO:0022607	3.417e-02	1.394e-03	2.070e-02
14	GO:0030132	3.424e-02	1.402e-03	2.078e-02
14	GO:0035304	3.426e-02	1.403e-03	2.078e-02
14	GO:0051098	3.431e-02	1.409e-03	2.081e-02
14	GO:0032890	3.431e-02	1.410e-03	2.081e-02
14	GO:0010810	3.450e-02	1.429e-03	2.106e-02
14	GO:0004926	3.456e-02	1.434e-03	2.111e-02
14	GO:0021795	3.510e-02	1.496e-03	2.199e-02
14	GO:0016574	3.529e-02	1.518e-03	2.228e-02
14	GO:0017111	3.588e-02	1.589e-03	2.329e-02
14	GO:0019207	3.595e-02	1.596e-03	2.336e-02
14	GO:0001649	3.602e-02	1.605e-03	2.344e-02
14	GO:0048469	3.603e-02	1.606e-03	2.344e-02
14	GO:0046661	3.623e-02	1.629e-03	2.373e-02
14	GO:0042470	3.635e-02	1.641e-03	2.385e-02
14	GO:0048770	3.635e-02	1.641e-03	2.385e-02
14	GO:0006605	3.652e-02	1.665e-03	2.415e-02
14	GO:0044085	3.654e-02	1.667e-03	2.415e-02
14	GO:0004936	3.661e-02	1.676e-03	2.424e-02
14	GO:0048167	3.676e-02	1.697e-03	2.451e-02
14	GO:0048730	3.688e-02	1.715e-03	2.473e-02
14	GO:0045202	3.712e-02	1.746e-03	2.512e-02
14	GO:0043193	3.712e-02	1.747e-03	2.512e-02
14	GO:0021877	3.717e-02	1.753e-03	2.518e-02
14	GO:0009719	3.733e-02	1.776e-03	2.544e-02
14	GO:0030659	3.733e-02	1.777e-03	2.544e-02
14	GO:0031670	3.778e-02	1.838e-03	2.627e-02
14	GO:0048841	3.781e-02	1.842e-03	2.627e-02
14	GO:0048843	3.781e-02	1.842e-03	2.627e-02
14	GO:0009648	3.787e-02	1.851e-03	2.636e-02
14	GO:0043623	3.794e-02	1.862e-03	2.647e-02
14	GO:0050679	3.798e-02	1.868e-03	2.652e-02
14	GO:0045685	3.812e-02	1.886e-03	2.674e-02
14	GO:0051129	3.816e-02	1.892e-03	2.679e-02
14	GO:0065003	3.818e-02	1.895e-03	2.679e-02
14	GO:0016817	3.830e-02	1.916e-03	2.704e-02
14	GO:0051130	3.832e-02	1.919e-03	2.706e-02
14	GO:0048870	3.847e-02	1.940e-03	2.731e-02
14	GO:0042692	3.857e-02	1.953e-03	2.740e-02
14	GO:0051352	3.858e-02	1.955e-03	2.740e-02
14	GO:0051444	3.858e-02	1.955e-03	2.740e-02
14	GO:0001656	3.862e-02	1.959e-03	2.741e-02
14	GO:0009186	3.874e-02	1.975e-03	2.760e-02
14	GO:0009950	3.897e-02	2.009e-03	2.805e-02
14	GO:0032006	3.903e-02	2.018e-03	2.808e-02
14	GO:0044427	3.904e-02	2.020e-03	2.808e-02
14	GO:0043488	3.904e-02	2.020e-03	2.808e-02
14	GO:0030130	3.912e-02	2.030e-03	2.815e-02
14	GO:0007032	3.912e-02	2.031e-03	2.815e-02
14	GO:0014706	3.967e-02	2.114e-03	2.926e-02
14	GO:0034405	3.983e-02	2.135e-03	2.941e-02
14	GO:0007194	3.985e-02	2.137e-03	2.941e-02
14	GO:0031280	3.985e-02	2.137e-03	2.941e-02
14	GO:0051350	3.985e-02	2.137e-03	2.941e-02
14	GO:0060537	3.994e-02	2.148e-03	2.953e-02
14	GO:0035306	4.020e-02	2.189e-03	2.998e-02
14	GO:0035307	4.020e-02	2.189e-03	2.998e-02
14	GO:0003001	4.023e-02	2.194e-03	2.998e-02
14	GO:0008757	4.023e-02	2.194e-03	2.998e-02
14	GO:0045665	4.024e-02	2.196e-03	2.998e-02
14	GO:0014910	4.029e-02	2.204e-03	3.005e-02
14	GO:0000228	4.060e-02	2.250e-03	3.063e-02
14	GO:0006790	4.063e-02	2.255e-03	3.066e-02
14	GO:0032269	4.106e-02	2.323e-03	3.154e-02
14	GO:0030140	4.130e-02	2.359e-03	3.198e-02
14	GO:0032422	4.134e-02	2.365e-03	3.202e-02
14	GO:0019901	4.136e-02	2.368e-03	3.202e-02
14	GO:0018107	4.145e-02	2.382e-03	3.217e-02
14	GO:0048755	4.161e-02	2.407e-03	3.247e-02
14	GO:0030529	4.178e-02	2.435e-03	3.280e-02
14	GO:0031536	4.207e-02	2.482e-03	3.339e-02
14	GO:0021884	4.213e-02	2.491e-03	3.346e-02
14	GO:0003006	4.226e-02	2.513e-03	3.368e-02
14	GO:0003704	4.227e-02	2.514e-03	3.368e-02
14	GO:0035116	4.235e-02	2.525e-03	3.378e-02
14	GO:0007178	4.240e-02	2.535e-03	3.387e-02
14	GO:0046923	4.262e-02	2.574e-03	3.434e-02
14	GO:0051216	4.291e-02	2.617e-03	3.487e-02
14	GO:0035196	4.298e-02	2.629e-03	3.498e-02
14	GO:0005813	4.328e-02	2.679e-03	3.561e-02
14	GO:0043434	4.355e-02	2.722e-03	3.612e-02
14	GO:0008360	4.361e-02	2.732e-03	3.621e-02
14	GO:0017148	4.373e-02	2.750e-03	3.639e-02
14	GO:0043331	4.383e-02	2.768e-03	3.659e-02
14	GO:0033017	4.390e-02	2.779e-03	3.661e-02
14	GO:0022612	4.390e-02	2.780e-03	3.661e-02
14	GO:0040008	4.391e-02	2.782e-03	3.661e-02
14	GO:0045737	4.395e-02	2.788e-03	3.661e-02
14	GO:0006259	4.395e-02	2.788e-03	3.661e-02
14	GO:0009649	4.417e-02	2.824e-03	3.703e-02
14	GO:0033197	4.422e-02	2.834e-03	3.712e-02
14	GO:0015697	4.429e-02	2.846e-03	3.722e-02
14	GO:0001892	4.440e-02	2.867e-03	3.744e-02
14	GO:0031975	4.461e-02	2.906e-03	3.790e-02
14	GO:0015175	4.463e-02	2.910e-03	3.791e-02
14	GO:0007017	4.475e-02	2.931e-03	3.812e-02
14	GO:0022415	4.477e-02	2.934e-03	3.812e-02
14	GO:0000149	4.487e-02	2.950e-03	3.829e-02
14	GO:0001942	4.512e-02	2.994e-03	3.870e-02
14	GO:0022404	4.512e-02	2.994e-03	3.870e-02
14	GO:0022405	4.512e-02	2.994e-03	3.870e-02
14	GO:0008276	4.527e-02	3.020e-03	3.899e-02
14	GO:0051896	4.538e-02	3.041e-03	3.921e-02
14	GO:0006986	4.542e-02	3.048e-03	3.925e-02
14	GO:0031503	4.553e-02	3.067e-03	3.945e-02
14	GO:0031967	4.562e-02	3.083e-03	3.960e-02
14	GO:0001958	4.618e-02	3.182e-03	4.082e-02
14	GO:0032570	4.623e-02	3.193e-03	4.090e-02
14	GO:0031668	4.629e-02	3.205e-03	4.100e-02
14	GO:0006338	4.637e-02	3.219e-03	4.110e-02
14	GO:0005856	4.637e-02	3.221e-03	4.110e-02
14	GO:0043277	4.640e-02	3.226e-03	4.112e-02
14	GO:0032891	4.648e-02	3.241e-03	4.126e-02
14	GO:0044432	4.653e-02	3.249e-03	4.131e-02
14	GO:0005484	4.660e-02	3.267e-03	4.147e-02
14	GO:0048546	4.681e-02	3.308e-03	4.189e-02
14	GO:0055123	4.681e-02	3.308e-03	4.189e-02
14	GO:0032589	4.684e-02	3.312e-03	4.189e-02
14	GO:0042559	4.698e-02	3.340e-03	4.218e-02
14	GO:0030857	4.714e-02	3.371e-03	4.249e-02
14	GO:0006383	4.714e-02	3.372e-03	4.249e-02
14	GO:0051436	4.719e-02	3.381e-03	4.255e-02
14	GO:0009303	4.722e-02	3.387e-03	4.257e-02
14	GO:0009799	4.729e-02	3.401e-03	4.264e-02
14	GO:0009855	4.729e-02	3.401e-03	4.264e-02
14	GO:0008138	4.779e-02	3.503e-03	4.386e-02
14	GO:0030500	4.792e-02	3.529e-03	4.413e-02
14	GO:0055038	4.801e-02	3.550e-03	4.434e-02
14	GO:0000226	4.804e-02	3.555e-03	4.435e-02
14	GO:0045778	4.833e-02	3.614e-03	4.495e-02
14	GO:0019166	4.834e-02	3.615e-03	4.495e-02
14	GO:0046519	4.835e-02	3.617e-03	4.495e-02
14	GO:0030147	4.851e-02	3.647e-03	4.526e-02
14	GO:0016558	4.859e-02	3.664e-03	4.540e-02
14	GO:0010033	4.861e-02	3.667e-03	4.540e-02
14	GO:0043426	4.873e-02	3.705e-03	4.576e-02
14	GO:0051577	4.873e-02	3.705e-03	4.576e-02
14	GO:0010149	4.884e-02	3.727e-03	4.592e-02
14	GO:0004683	4.885e-02	3.729e-03	4.592e-02
14	GO:0051894	4.886e-02	3.732e-03	4.592e-02
14	GO:0008013	4.889e-02	3.738e-03	4.593e-02
14	GO:0019206	4.892e-02	3.743e-03	4.594e-02
14	GO:0032881	4.902e-02	3.762e-03	4.610e-02
14	GO:0070888	4.904e-02	3.767e-03	4.610e-02
14	GO:0034703	4.906e-02	3.770e-03	4.610e-02
14	GO:0012510	4.911e-02	3.779e-03	4.615e-02
14	GO:0030850	4.938e-02	3.838e-03	4.682e-02
14	GO:0032007	4.967e-02	3.898e-03	4.747e-02
14	GO:0014912	4.969e-02	3.901e-03	4.747e-02
14	GO:0048547	4.973e-02	3.909e-03	4.751e-02
14	GO:0090003	4.979e-02	3.926e-03	4.766e-02
14	GO:0044057	4.981e-02	3.931e-03	4.766e-02
14	GO:0070695	4.985e-02	3.945e-03	4.778e-02
14	GO:0040020	4.993e-02	3.964e-03	4.795e-02
14	GO:0015812	5.003e-02	3.986e-03	4.816e-02
14	GO:0016032	5.009e-02	3.997e-03	4.823e-02
14	GO:0032329	5.012e-02	4.005e-03	4.827e-02
14	GO:0016514	5.019e-02	4.020e-03	4.833e-02
14	GO:0070603	5.019e-02	4.020e-03	4.833e-02
14	GO:0006753	5.046e-02	4.082e-03	4.896e-02
14	GO:0009117	5.046e-02	4.082e-03	4.896e-02
14	GO:0016670	5.052e-02	4.095e-03	4.905e-02
14	GO:0007611	5.074e-02	4.140e-03	4.949e-02
14	GO:0009132	5.074e-02	4.142e-03	4.949e-02
15	GO:0004984	2.630e-15	8.479e-08	1.654e-04
15	GO:0007608	3.380e-14	8.479e-08	1.654e-04
15	GO:0007606	8.037e-13	8.479e-08	1.654e-04
15	GO:0007600	1.082e-05	8.479e-08	1.654e-04
15	GO:0050890	1.130e-04	8.479e-08	1.654e-04
15	GO:0004930	1.721e-03	8.479e-08	1.654e-04
15	GO:0003723	4.957e-03	3.392e-06	5.212e-03
15	GO:0006302	5.014e-03	3.561e-06	5.212e-03
15	GO:0000793	7.562e-03	1.170e-05	1.439e-02
15	GO:0010467	7.732e-03	1.229e-05	1.439e-02
15	GO:0000775	8.224e-03	1.560e-05	1.646e-02
15	GO:0000779	8.524e-03	1.687e-05	1.646e-02
15	GO:0000776	9.604e-03	2.366e-05	2.130e-02
15	GO:0007186	1.000e-02	2.705e-05	2.262e-02
15	GO:0000777	1.095e-02	3.654e-05	2.852e-02
15	GO:0043900	1.183e-02	4.579e-05	3.350e-02
16	GO:0005622	4.423e-03	5.087e-07	4.913e-03
16	GO:0000323	5.274e-03	1.272e-06	4.913e-03
16	GO:0005764	5.274e-03	1.272e-06	4.913e-03
16	GO:0044424	9.504e-03	1.043e-05	3.021e-02
16	GO:0005773	1.070e-02	1.535e-05	3.144e-02
16	GO:0005975	1.122e-02	1.755e-05	3.144e-02
16	GO:0031224	1.149e-02	1.899e-05	3.144e-02
16	GO:0016020	1.319e-02	2.908e-05	3.773e-02
16	GO:0005739	1.359e-02	3.129e-05	3.773e-02
16	GO:0005737	1.379e-02	3.256e-05	3.773e-02
16	GO:0048878	1.438e-02	3.773e-05	3.975e-02
17	GO:0005576	5.482e-09	8.479e-08	4.386e-05
17	GO:0016020	1.461e-06	8.479e-08	4.386e-05
17	GO:0031224	6.709e-06	8.479e-08	4.386e-05
17	GO:0005578	3.228e-05	8.479e-08	4.386e-05
17	GO:0005783	3.335e-05	8.479e-08	4.386e-05
17	GO:0044421	3.384e-05	8.479e-08	4.386e-05
17	GO:0044425	3.904e-05	8.479e-08	4.386e-05
17	GO:0016021	4.006e-05	8.479e-08	4.386e-05
17	GO:0031012	6.168e-05	8.479e-08	4.386e-05
17	GO:0048731	8.734e-05	8.479e-08	4.386e-05
17	GO:0007275	1.202e-04	8.479e-08	4.386e-05
17	GO:0005102	1.281e-04	8.479e-08	4.386e-05
17	GO:0048856	1.300e-04	8.479e-08	4.386e-05
17	GO:0007399	1.412e-04	8.479e-08	4.386e-05
17	GO:0005509	2.391e-04	8.479e-08	4.386e-05
17	GO:0032502	5.308e-04	8.479e-08	4.386e-05
17	GO:0030334	8.231e-04	8.479e-08	4.386e-05
17	GO:0040012	9.245e-04	8.479e-08	4.386e-05
17	GO:0051270	1.010e-03	8.479e-08	4.386e-05
17	GO:0009986	1.158e-03	8.479e-08	4.386e-05
17	GO:0007267	1.409e-03	8.479e-08	4.386e-05
17	GO:0044459	1.631e-03	2.544e-07	1.105e-04
17	GO:0048699	1.659e-03	2.544e-07	1.105e-04
17	GO:0005788	1.693e-03	2.544e-07	1.105e-04
17	GO:0048666	1.817e-03	2.544e-07	1.105e-04
17	GO:0051960	2.161e-03	3.392e-07	1.316e-04
17	GO:0022008	2.192e-03	3.392e-07	1.316e-04
17	GO:0060284	2.198e-03	3.392e-07	1.316e-04
17	GO:0005886	2.348e-03	5.087e-07	1.842e-04
17	GO:0048513	2.451e-03	5.087e-07	1.842e-04
17	GO:0005975	2.647e-03	7.631e-07	2.591e-04
17	GO:0004714	2.724e-03	7.631e-07	2.591e-04
17	GO:0019226	3.092e-03	1.017e-06	3.350e-04
17	GO:0000323	3.348e-03	1.357e-06	4.211e-04
17	GO:0005764	3.348e-03	1.357e-06	4.211e-04
17	GO:0030030	3.694e-03	1.865e-06	5.629e-04
17	GO:0030182	3.762e-03	2.205e-06	6.473e-04
17	GO:0019199	3.886e-03	2.544e-06	7.272e-04
17	GO:0044432	3.918e-03	2.628e-06	7.322e-04
17	GO:0050767	3.970e-03	2.883e-06	7.830e-04
17	GO:0005615	4.246e-03	3.052e-06	8.088e-04
17	GO:0001664	4.433e-03	4.155e-06	1.075e-03
17	GO:0031175	4.733e-03	4.494e-06	1.135e-03
17	GO:0045202	4.980e-03	4.918e-06	1.214e-03
17	GO:0031226	5.081e-03	5.426e-06	1.310e-03
17	GO:0043236	5.229e-03	5.766e-06	1.362e-03
17	GO:0007417	5.376e-03	6.190e-06	1.410e-03
17	GO:0007411	5.393e-03	6.274e-06	1.410e-03
17	GO:0005575	5.417e-03	6.359e-06	1.410e-03
17	GO:0042391	6.015e-03	7.377e-06	1.603e-03
17	GO:0005520	6.294e-03	8.564e-06	1.789e-03
17	GO:0007431	6.311e-03	8.564e-06	1.789e-03
17	GO:0032501	6.403e-03	9.072e-06	1.860e-03
17	GO:0004553	6.899e-03	1.094e-05	2.201e-03
17	GO:0048468	7.190e-03	1.145e-05	2.261e-03
17	GO:0050840	7.386e-03	1.229e-05	2.385e-03
17	GO:0000904	7.519e-03	1.314e-05	2.505e-03
17	GO:0048667	7.667e-03	1.391e-05	2.605e-03
17	GO:0032879	7.894e-03	1.543e-05	2.842e-03
17	GO:0009719	7.998e-03	1.594e-05	2.886e-03
17	GO:0007272	8.165e-03	1.670e-05	2.927e-03
17	GO:0008366	8.165e-03	1.670e-05	2.927e-03
17	GO:0030336	8.220e-03	1.704e-05	2.939e-03
17	GO:0010769	8.329e-03	1.764e-05	2.942e-03
17	GO:0031225	8.368e-03	1.781e-05	2.942e-03
17	GO:0005539	8.390e-03	1.789e-05	2.942e-03
17	GO:0009313	8.429e-03	1.814e-05	2.942e-03
17	GO:0048812	8.533e-03	1.882e-05	3.007e-03
17	GO:0004560	8.688e-03	1.959e-05	3.010e-03
